location,Month-Year,new_cases
Bonaire Sint Eustatius and Saba,Jun-22,314
Bonaire Sint Eustatius and Saba,Jul-22,429
Bonaire Sint Eustatius and Saba,Aug-22,396
Bonaire Sint Eustatius and Saba,Sep-22,115
Bonaire Sint Eustatius and Saba,Oct-22,105
Bonaire Sint Eustatius and Saba,Nov-22,105
Bonaire Sint Eustatius and Saba,Dec-22,161
Bonaire Sint Eustatius and Saba,Jan-23,67
Bonaire Sint Eustatius and Saba,Feb-23,11
Bosnia and Herzegovina,Mar-20,420
Bosnia and Herzegovina,Apr-20,1337
Bosnia and Herzegovina,May-20,753
Bosnia and Herzegovina,Jun-20,1943
Bosnia and Herzegovina,Jul-20,7423
Bosnia and Herzegovina,Aug-20,8088
Bosnia and Herzegovina,Sep-20,7505
Bosnia and Herzegovina,Oct-20,22621
Bosnia and Herzegovina,Nov-20,37811
Bosnia and Herzegovina,Dec-20,23084
Bosnia and Herzegovina,Jan-21,10512
Bosnia and Herzegovina,Feb-21,9482
Bosnia and Herzegovina,Mar-21,38647
Bosnia and Herzegovina,Apr-21,28835
Bosnia and Herzegovina,May-21,5551
Bosnia and Herzegovina,Jun-21,1010
Bosnia and Herzegovina,Jul-21,633
Bosnia and Herzegovina,Aug-21,8198
Bosnia and Herzegovina,Sep-21,20922
Bosnia and Herzegovina,Oct-21,17983
Bosnia and Herzegovina,Nov-21,22307
Bosnia and Herzegovina,Dec-21,16248
Bosnia and Herzegovina,Jan-22,56154
Bosnia and Herzegovina,Feb-22,23735
Bosnia and Herzegovina,Mar-22,4238
Bosnia and Herzegovina,Apr-22,1647
Bosnia and Herzegovina,May-22,817
Bosnia and Herzegovina,Jun-22,812
Bosnia and Herzegovina,Jul-22,6260
Bosnia and Herzegovina,Aug-22,10874
Bosnia and Herzegovina,Sep-22,2900
Bosnia and Herzegovina,Oct-22,1213
Bosnia and Herzegovina,Nov-22,585
Bosnia and Herzegovina,Dec-22,444
Bosnia and Herzegovina,Jan-23,392
Bosnia and Herzegovina,Feb-23,11
Botswana,Mar-20,4
Botswana,Apr-20,19
Botswana,May-20,12
Botswana,Jun-20,192
Botswana,Jul-20,577
Botswana,Aug-20,829
Botswana,Sep-20,1539
Botswana,Oct-20,3470
Botswana,Nov-20,4100
Botswana,Dec-20,4063
Botswana,Jan-21,6488
Botswana,Feb-21,7078
Botswana,Mar-21,11477
Botswana,Apr-21,7086
Botswana,May-21,8039
Botswana,Jun-21,14707
Botswana,Jul-21,37010
Botswana,Aug-21,50237
Botswana,Sep-21,22293
Botswana,Oct-21,7374
Botswana,Nov-21,8474
Botswana,Dec-21,24441
Botswana,Jan-22,33527
Botswana,Feb-22,10914
Botswana,Mar-22,41576
Botswana,Apr-22,458
Botswana,May-22,2142
Botswana,Jun-22,14643
Botswana,Jul-22,2701
Botswana,Aug-22,394
Botswana,Sep-22,444
Botswana,Oct-22,36
Botswana,Nov-22,289
Botswana,Dec-22,3187
Botswana,Jan-23,1367
Botswana,Feb-23,0
Brazil,Feb-20,2
Brazil,Mar-20,5715
Brazil,Apr-20,81470
Brazil,May-20,428950
Brazil,Jun-20,916328
Brazil,Jul-20,1257782
Brazil,Aug-20,1244378
Brazil,Sep-20,902536
Brazil,Oct-20,720398
Brazil,Nov-20,804202
Brazil,Dec-20,1339067
Brazil,Jan-21,1527489
Brazil,Feb-21,1349570
Brazil,Mar-21,2205301
Brazil,Apr-21,1911712
Brazil,May-21,1882784
Brazil,Jun-21,2012408
Brazil,Jul-21,1351850
Brazil,Aug-21,863050
Brazil,Sep-21,522288
Brazil,Oct-21,382263
Brazil,Nov-21,285518
Brazil,Dec-21,191696
Brazil,Jan-22,3171691
Brazil,Feb-22,3333041
Brazil,Mar-22,1155099
Brazil,Apr-22,496566
Brazil,May-22,570802
Brazil,Jun-22,1338980
Brazil,Jul-22,1475882
Brazil,Aug-22,595953
Brazil,Sep-22,242807
Brazil,Oct-22,156225
Brazil,Nov-22,398850
Brazil,Dec-22,1103682
Brazil,Jan-23,493299
Brazil,Feb-23,13363
British Virgin Islands,Mar-20,3
British Virgin Islands,Apr-20,3
British Virgin Islands,May-20,2
British Virgin Islands,Jun-20,0
British Virgin Islands,Jul-20,0
British Virgin Islands,Aug-20,39
British Virgin Islands,Sep-20,24
British Virgin Islands,Oct-20,0
British Virgin Islands,Nov-20,0
British Virgin Islands,Dec-20,15
British Virgin Islands,Jan-21,28
British Virgin Islands,Feb-21,39
British Virgin Islands,Mar-21,0
British Virgin Islands,Apr-21,41
British Virgin Islands,May-21,54
British Virgin Islands,Jun-21,50
British Virgin Islands,Jul-21,2202
British Virgin Islands,Aug-21,68
British Virgin Islands,Sep-21,74
British Virgin Islands,Oct-21,83
British Virgin Islands,Nov-21,48
British Virgin Islands,Dec-21,719
British Virgin Islands,Jan-22,2383
British Virgin Islands,Feb-22,210
British Virgin Islands,Mar-22,56
British Virgin Islands,Apr-22,214
British Virgin Islands,May-22,410
British Virgin Islands,Jun-22,176
British Virgin Islands,Jul-22,190
British Virgin Islands,Aug-22,160
British Virgin Islands,Sep-22,14
British Virgin Islands,Oct-22,0
British Virgin Islands,Nov-22,0
British Virgin Islands,Dec-22,0
British Virgin Islands,Jan-23,0
British Virgin Islands,Feb-23,0
Brunei,Mar-20,129
Brunei,Apr-20,9
Brunei,May-20,3
Brunei,Jun-20,0
Brunei,Jul-20,0
Brunei,Aug-20,3
Brunei,Sep-20,2
Brunei,Oct-20,2
Brunei,Nov-20,2
Brunei,Dec-20,7
Brunei,Jan-21,23
Brunei,Feb-21,6
Brunei,Mar-21,26
Brunei,Apr-21,12
Brunei,May-21,18
Brunei,Jun-21,18
Brunei,Jul-21,77
Brunei,Aug-21,2375
Brunei,Sep-21,4404
Brunei,Oct-21,6014
Brunei,Nov-21,1928
Brunei,Dec-21,430
Brunei,Jan-22,1006
Brunei,Feb-22,47066
Brunei,Mar-22,70870
Brunei,Apr-22,7438
Brunei,May-22,6824
Brunei,Jun-22,15226
Brunei,Jul-22,41990
Brunei,Aug-22,14355
Brunei,Sep-22,7511
Brunei,Oct-22,9900
Brunei,Nov-22,20265
Brunei,Dec-22,8898
Brunei,Jan-23,9248
Brunei,Feb-23,0
Bulgaria,Mar-20,399
Bulgaria,Apr-20,1107
Bulgaria,May-20,1007
Bulgaria,Jun-20,2476
Bulgaria,Jul-20,6701
Bulgaria,Aug-20,4576
Bulgaria,Sep-20,4567
Bulgaria,Oct-20,32011
Bulgaria,Nov-20,92456
Bulgaria,Dec-20,56966
Bulgaria,Jan-21,16482
Bulgaria,Feb-21,28290
Bulgaria,Mar-21,95595
Bulgaria,Apr-21,61747
Bulgaria,May-21,14197
Bulgaria,Jun-21,3252
Bulgaria,Jul-21,3225
Bulgaria,Aug-21,30688
Bulgaria,Sep-21,46420
Bulgaria,Oct-21,100330
Bulgaria,Nov-21,92565
Bulgaria,Dec-21,52051
Bulgaria,Jan-22,204857
Bulgaria,Feb-22,139314
Bulgaria,Mar-22,47644
Bulgaria,Apr-22,17806
Bulgaria,May-22,8438
Bulgaria,Jun-22,7072
Bulgaria,Jul-22,34449
Bulgaria,Aug-22,36222
Bulgaria,Sep-22,16561
Bulgaria,Oct-22,19611
Bulgaria,Nov-22,8174
Bulgaria,Dec-22,4848
Bulgaria,Jan-23,3322
Bulgaria,Feb-23,60
Burkina Faso,Mar-20,261
Burkina Faso,Apr-20,384
Burkina Faso,May-20,202
Burkina Faso,Jun-20,115
Burkina Faso,Jul-20,144
Burkina Faso,Aug-20,262
Burkina Faso,Sep-20,688
Burkina Faso,Oct-20,444
Burkina Faso,Nov-20,386
Burkina Faso,Dec-20,3821
Burkina Faso,Jan-21,3975
Burkina Faso,Feb-21,1300
Burkina Faso,Mar-21,735
Burkina Faso,Apr-21,593
Burkina Faso,May-21,124
Burkina Faso,Jun-21,45
Burkina Faso,Jul-21,94
Burkina Faso,Aug-21,204
Burkina Faso,Sep-21,466
Burkina Faso,Oct-21,550
Burkina Faso,Nov-21,1207
Burkina Faso,Dec-21,1632
Burkina Faso,Jan-22,2992
Burkina Faso,Feb-22,127
Burkina Faso,Mar-22,102
Burkina Faso,Apr-22,12
Burkina Faso,May-22,34
Burkina Faso,Jun-22,145
Burkina Faso,Jul-22,84
Burkina Faso,Aug-22,0
Burkina Faso,Sep-22,503
Burkina Faso,Oct-22,0
Burkina Faso,Nov-22,0
Burkina Faso,Dec-22,375
Burkina Faso,Jan-23,19
Burkina Faso,Feb-23,0
Burundi,Mar-20,2
Burundi,Apr-20,9
Burundi,May-20,52
Burundi,Jun-20,107
Burundi,Jul-20,217
Burundi,Aug-20,58
Burundi,Sep-20,63
Burundi,Oct-20,77
Burundi,Nov-20,103
Burundi,Dec-20,130
Burundi,Jan-21,814
Burundi,Feb-21,577
Burundi,Mar-21,601
Burundi,Apr-21,1185
Burundi,May-21,795
Burundi,Jun-21,662
Burundi,Jul-21,1628
Burundi,Aug-21,4914
Burundi,Sep-21,5734
Burundi,Oct-21,2311
Burundi,Nov-21,376
Burundi,Dec-21,6951
Burundi,Jan-22,10066
Burundi,Feb-22,695
Burundi,Mar-22,382
Burundi,Apr-22,1489
Burundi,May-22,2036
Burundi,Jun-22,624
Burundi,Jul-22,2650
Burundi,Aug-22,3979
Burundi,Sep-22,906
Burundi,Oct-22,277
Burundi,Nov-22,548
Burundi,Dec-22,704
Burundi,Jan-23,1633
Burundi,Feb-23,137
Cambodia,Jan-20,1
Cambodia,Feb-20,0
Cambodia,Mar-20,108
Cambodia,Apr-20,13
Cambodia,May-20,3
Cambodia,Jun-20,16
Cambodia,Jul-20,98
Cambodia,Aug-20,35
Cambodia,Sep-20,3
Cambodia,Oct-20,14
Cambodia,Nov-20,35
Cambodia,Dec-20,52
Cambodia,Jan-21,88
Cambodia,Feb-21,354
Cambodia,Mar-21,1620
Cambodia,Apr-21,10962
Cambodia,May-21,16692
Cambodia,Jun-21,20291
Cambodia,Jul-21,26858
Cambodia,Aug-21,15812
Cambodia,Sep-21,19596
Cambodia,Oct-21,5871
Cambodia,Nov-21,1612
Cambodia,Dec-21,359
Cambodia,Jan-22,862
Cambodia,Feb-22,8921
Cambodia,Mar-22,5349
Cambodia,Apr-22,626
Cambodia,May-22,11
Cambodia,Jun-22,17
Cambodia,Jul-22,510
Cambodia,Aug-22,831
Cambodia,Sep-22,257
Cambodia,Oct-22,114
Cambodia,Nov-22,108
Cambodia,Dec-22,485
Cambodia,Jan-23,109
Cambodia,Feb-23,0
Cameroon,Mar-20,193
Cameroon,Apr-20,1639
Cameroon,May-20,4072
Cameroon,Jun-20,6688
Cameroon,Jul-20,4663
Cameroon,Aug-20,1887
Cameroon,Sep-20,1696
Cameroon,Oct-20,955
Cameroon,Nov-20,2652
Cameroon,Dec-20,1832
Cameroon,Jan-21,3340
Cameroon,Feb-21,6097
Cameroon,Mar-21,11955
Cameroon,Apr-21,24581
Cameroon,May-21,6679
Cameroon,Jun-21,1929
Cameroon,Jul-21,1206
Cameroon,Aug-21,1361
Cameroon,Sep-21,8878
Cameroon,Oct-21,10196
Cameroon,Nov-21,4295
Cameroon,Dec-21,2573
Cameroon,Jan-22,7351
Cameroon,Feb-22,2522
Cameroon,Mar-22,304
Cameroon,Apr-22,236
Cameroon,May-22,167
Cameroon,Jun-22,121
Cameroon,Jul-22,147
Cameroon,Aug-22,1437
Cameroon,Sep-22,0
Cameroon,Oct-22,1977
Cameroon,Nov-22,364
Cameroon,Dec-22,0
Cameroon,Jan-23,0
Cameroon,Feb-23,0
Canada,Jan-20,4
Canada,Feb-20,29
Canada,Mar-20,10678
Canada,Apr-20,46503
Canada,May-20,34853
Canada,Jun-20,12541
Canada,Jul-20,12278
Canada,Aug-20,12708
Canada,Sep-20,32966
Canada,Oct-20,75284
Canada,Nov-20,145624
Canada,Dec-20,206781
Canada,Jan-21,192663
Canada,Feb-21,87110
Canada,Mar-21,120640
Canada,Apr-21,239868
Canada,May-21,156561
Canada,Jun-21,32657
Canada,Jul-21,15219
Canada,Aug-21,69314
Canada,Sep-21,124745
Canada,Oct-21,91140
Canada,Nov-21,78029
Canada,Dec-21,425540
Canada,Jan-22,849919
Canada,Feb-22,228746
Canada,Mar-22,187510
Canada,Apr-22,283300
Canada,May-22,118996
Canada,Jun-22,78174
Canada,Jul-22,130388
Canada,Aug-22,110085
Canada,Sep-22,84424
Canada,Oct-22,89529
Canada,Nov-22,63581
Canada,Dec-22,72716
Canada,Jan-23,58972
Canada,Feb-23,1172
Cape Verde,Mar-20,6
Cape Verde,Apr-20,115
Cape Verde,May-20,314
Cape Verde,Jun-20,792
Cape Verde,Jul-20,1224
Cape Verde,Aug-20,1433
Cape Verde,Sep-20,2140
Cape Verde,Oct-20,2769
Cape Verde,Nov-20,1968
Cape Verde,Dec-20,1079
Cape Verde,Jan-21,2230
Cape Verde,Feb-21,1330
Cape Verde,Mar-21,2070
Cape Verde,Apr-21,6412
Cape Verde,May-21,6557
Cape Verde,Jun-21,2018
Cape Verde,Jul-21,1334
Cape Verde,Aug-21,1563
Cape Verde,Sep-21,2222
Cape Verde,Oct-21,639
Cape Verde,Nov-21,155
Cape Verde,Dec-21,3362
Cape Verde,Jan-22,13963
Cape Verde,Feb-22,191
Cape Verde,Mar-22,66
Cape Verde,Apr-22,70
Cape Verde,May-22,302
Cape Verde,Jun-22,4218
Cape Verde,Jul-22,1617
Cape Verde,Aug-22,161
Cape Verde,Sep-22,54
Cape Verde,Oct-22,23
Cape Verde,Nov-22,640
Cape Verde,Dec-22,163
Cape Verde,Jan-23,29
Cape Verde,Feb-23,0
Cayman Islands,Mar-20,14
Cayman Islands,Apr-20,59
Cayman Islands,May-20,68
Cayman Islands,Jun-20,59
Cayman Islands,Jul-20,3
Cayman Islands,Aug-20,2
Cayman Islands,Sep-20,6
Cayman Islands,Oct-20,29
Cayman Islands,Nov-20,34
Cayman Islands,Dec-20,64
Cayman Islands,Jan-21,52
Cayman Islands,Feb-21,54
Cayman Islands,Mar-21,56
Cayman Islands,Apr-21,43
Cayman Islands,May-21,41
Cayman Islands,Jun-21,30
Cayman Islands,Jul-21,29
Cayman Islands,Aug-21,37
Cayman Islands,Sep-21,160
Cayman Islands,Oct-21,810
Cayman Islands,Nov-21,5424
Cayman Islands,Dec-21,1744
Cayman Islands,Jan-22,4970
Cayman Islands,Feb-22,5585
Cayman Islands,Mar-22,1233
Cayman Islands,Apr-22,1617
Cayman Islands,May-22,3095
Cayman Islands,Jun-22,1853
Cayman Islands,Jul-22,1613
Cayman Islands,Aug-22,1273
Cayman Islands,Sep-22,604
Cayman Islands,Oct-22,345
Cayman Islands,Nov-22,353
Cayman Islands,Dec-22,113
Cayman Islands,Jan-23,0
Cayman Islands,Feb-23,0
Central African Republic,Mar-20,3
Central African Republic,Apr-20,47
Central African Republic,May-20,961
Central African Republic,Jun-20,2734
Central African Republic,Jul-20,863
Central African Republic,Aug-20,103
Central African Republic,Sep-20,118
Central African Republic,Oct-20,37
Central African Republic,Nov-20,47
Central African Republic,Dec-20,50
Central African Republic,Jan-21,18
Central African Republic,Feb-21,23
Central African Republic,Mar-21,157
Central African Republic,Apr-21,1250
Central African Republic,May-21,680
Central African Republic,Jun-21,50
Central African Republic,Jul-21,10
Central African Republic,Aug-21,4145
Central African Republic,Sep-21,75
Central African Republic,Oct-21,147
Central African Republic,Nov-21,190
Central African Republic,Dec-21,455
Central African Republic,Jan-22,1756
Central African Republic,Feb-22,306
Central African Republic,Mar-22,424
Central African Republic,Apr-22,0
Central African Republic,May-22,0
Central African Republic,Jun-22,0
Central African Republic,Jul-22,115
Central African Republic,Aug-22,98
Central African Republic,Sep-22,51
Central African Republic,Oct-22,347
Central African Republic,Nov-22,51
Central African Republic,Dec-22,40
Central African Republic,Jan-23,17
Central African Republic,Feb-23,0
Chad,Mar-20,7
Chad,Apr-20,66
Chad,May-20,705
Chad,Jun-20,88
Chad,Jul-20,70
Chad,Aug-20,77
Chad,Sep-20,187
Chad,Oct-20,283
Chad,Nov-20,205
Chad,Dec-20,425
Chad,Jan-21,1263
Chad,Feb-21,597
Chad,Mar-21,560
Chad,Apr-21,284
Chad,May-21,114
Chad,Jun-21,20
Chad,Jul-21,22
Chad,Aug-21,19
Chad,Sep-21,46
Chad,Oct-21,31
Chad,Nov-21,38
Chad,Dec-21,596
Chad,Jan-22,1452
Chad,Feb-22,100
Chad,Mar-22,55
Chad,Apr-22,101
Chad,May-22,6
Chad,Jun-22,8
Chad,Jul-22,7
Chad,Aug-22,106
Chad,Sep-22,45
Chad,Oct-22,44
Chad,Nov-22,19
Chad,Dec-22,4
Chad,Jan-23,2
Chad,Feb-23,0
Chile,Feb-20,2
Chile,Mar-20,2842
Chile,Apr-20,14858
Chile,May-20,105848
Chile,Jun-20,155843
Chile,Jul-20,76274
Chile,Aug-20,56059
Chile,Sep-20,51265
Chile,Oct-20,47265
Chile,Nov-20,41487
Chile,Dec-20,57230
Chile,Jan-21,118136
Chile,Feb-21,97516
Chile,Mar-21,170913
Chile,Apr-21,202707
Chile,May-21,186101
Chile,Jun-21,171556
Chile,Jul-21,59869
Chile,Aug-21,22904
Chile,Sep-21,15589
Chile,Oct-21,40784
Chile,Nov-21,67703
Chile,Dec-21,43743
Chile,Jan-22,359490
Chile,Feb-22,895035
Chile,Mar-22,409917
Chile,Apr-22,87695
Chile,May-22,144310
Chile,Jun-22,287752
Chile,Jul-22,250853
Chile,Aug-22,266876
Chile,Sep-22,115885
Chile,Oct-22,135879
Chile,Nov-22,159824
Chile,Dec-22,117517
Chile,Jan-23,81454
Chile,Feb-23,1994
China,Jan-20,9236
China,Feb-20,69468
China,Mar-20,3814
China,Apr-20,2681
China,May-20,642
China,Jun-20,693
China,Jul-20,1122
China,Aug-20,1272
China,Sep-20,949
China,Oct-20,1381
China,Nov-20,1101
China,Dec-20,794
China,Jan-21,3649
China,Feb-21,616
China,Mar-21,650
China,Apr-21,873
China,May-21,927
China,Jun-21,1206
China,Jul-21,1698
China,Aug-21,2477
China,Sep-21,1663
China,Oct-21,1535
China,Nov-21,2152
China,Dec-21,4043
China,Jan-22,4901
China,Feb-22,4675
China,Mar-22,103254
China,Apr-22,583334
China,May-22,72570
China,Jun-22,4755
China,Jul-22,17335
China,Aug-22,50500
China,Sep-22,34753
China,Oct-22,41545
China,Nov-22,567411
China,Dec-22,355870
China,Jan-23,67833
China,Feb-23,0
Colombia,Mar-20,906
Colombia,Apr-20,5601
Colombia,May-20,22876
Colombia,Jun-20,68463
Colombia,Jul-20,197662
Colombia,Aug-20,319586
Colombia,Sep-20,214585
Colombia,Oct-20,244505
Colombia,Nov-20,242622
Colombia,Dec-20,325969
Colombia,Jan-21,452109
Colombia,Feb-21,156806
Colombia,Mar-21,154687
Colombia,Apr-21,453347
Colombia,May-21,546732
Colombia,Jun-21,834526
Colombia,Jul-21,544338
Colombia,Aug-21,123766
Colombia,Sep-21,48191
Colombia,Oct-21,45110
Colombia,Nov-21,67257
Colombia,Dec-21,87796
Colombia,Jan-22,729821
Colombia,Feb-22,177322
Colombia,Mar-22,20333
Colombia,Apr-22,7751
Colombia,May-22,10788
Colombia,Jun-22,71726
Colombia,Jul-22,90617
Colombia,Aug-22,33797
Colombia,Sep-22,7777
Colombia,Oct-22,2344
Colombia,Nov-22,2941
Colombia,Dec-22,24003
Colombia,Jan-23,16263
Colombia,Feb-23,2212
Comoros,Apr-20,1
Comoros,May-20,105
Comoros,Jun-20,197
Comoros,Jul-20,75
Comoros,Aug-20,45
Comoros,Sep-20,56
Comoros,Oct-20,66
Comoros,Nov-20,66
Comoros,Dec-20,212
Comoros,Jan-21,1903
Comoros,Feb-21,845
Comoros,Mar-21,125
Comoros,Apr-21,138
Comoros,May-21,47
Comoros,Jun-21,55
Comoros,Jul-21,92
Comoros,Aug-21,40
Comoros,Sep-21,73
Comoros,Oct-21,118
Comoros,Nov-21,242
Comoros,Dec-21,2014
Comoros,Jan-22,1317
Comoros,Feb-22,201
Comoros,Mar-22,53
Comoros,Apr-22,19
Comoros,May-22,15
Comoros,Jun-22,19
Comoros,Jul-22,176
Comoros,Aug-22,140
Comoros,Sep-22,16
Comoros,Oct-22,291
Comoros,Nov-22,203
Comoros,Dec-22,17
Comoros,Jan-23,10
Comoros,Feb-23,0
Congo,Mar-20,19
Congo,Apr-20,201
Congo,May-20,391
Congo,Jun-20,476
Congo,Jul-20,2113
Congo,Aug-20,779
Congo,Sep-20,1110
Congo,Oct-20,201
Congo,Nov-20,484
Congo,Dec-20,1333
Congo,Jan-21,780
Congo,Feb-21,933
Congo,Mar-21,861
Congo,Apr-21,997
Congo,May-21,980
Congo,Jun-21,938
Congo,Jul-21,590
Congo,Aug-21,402
Congo,Sep-21,656
Congo,Oct-21,3079
Congo,Nov-21,1647
Congo,Dec-21,1119
Congo,Jan-22,3616
Congo,Feb-22,315
Congo,Mar-22,51
Congo,Apr-22,8
Congo,May-22,0
Congo,Jun-22,49
Congo,Jul-22,647
Congo,Aug-22,62
Congo,Sep-22,0
Congo,Oct-22,0
Congo,Nov-22,538
Congo,Dec-22,0
Congo,Jan-23,0
Congo,Feb-23,0
Cook Islands,May-21,1
Cook Islands,Jun-21,0
Cook Islands,Jul-21,0
Cook Islands,Aug-21,0
Cook Islands,Sep-21,0
Cook Islands,Oct-21,0
Cook Islands,Nov-21,0
Cook Islands,Dec-21,1
Cook Islands,Jan-22,0
Cook Islands,Feb-22,8
Cook Islands,Mar-22,1976
Cook Islands,Apr-22,3045
Cook Islands,May-22,644
Cook Islands,Jun-22,99
Cook Islands,Jul-22,268
Cook Islands,Aug-22,223
Cook Islands,Sep-22,124
Cook Islands,Oct-22,0
Cook Islands,Nov-22,0
Cook Islands,Dec-22,0
Cook Islands,Jan-23,610
Cook Islands,Feb-23,0
Costa Rica,Mar-20,347
Costa Rica,Apr-20,372
Costa Rica,May-20,337
Costa Rica,Jun-20,2403
Costa Rica,Jul-20,14361
Costa Rica,Aug-20,23467
Costa Rica,Sep-20,34473
Costa Rica,Oct-20,34211
Costa Rica,Nov-20,29667
Costa Rica,Dec-20,29683
Costa Rica,Jan-21,23955
Costa Rica,Feb-21,11065
Costa Rica,Mar-21,12423
Costa Rica,Apr-21,34227
Costa Rica,May-21,67995
Costa Rica,Jun-21,48952
Costa Rica,Jul-21,38876
Costa Rica,Aug-21,56912
Costa Rica,Sep-21,68459
Costa Rica,Oct-21,27513
Costa Rica,Nov-21,7141
Costa Rica,Dec-21,3717
Costa Rica,Jan-22,124309
Costa Rica,Feb-22,112063
Costa Rica,Mar-22,31609
Costa Rica,Apr-22,13537
Costa Rica,May-22,38964
Costa Rica,Jun-22,13896
Costa Rica,Jul-22,123441
Costa Rica,Aug-22,60341
Costa Rica,Sep-22,29273
Costa Rica,Oct-22,15107
Costa Rica,Nov-22,13039
Costa Rica,Dec-22,15552
Costa Rica,Jan-23,24489
Costa Rica,Feb-23,0
Cote d'Ivoire,Mar-20,179
Cote d'Ivoire,Apr-20,1096
Cote d'Ivoire,May-20,1558
Cote d'Ivoire,Jun-20,6666
Cote d'Ivoire,Jul-20,6548
Cote d'Ivoire,Aug-20,2020
Cote d'Ivoire,Sep-20,1657
Cote d'Ivoire,Oct-20,992
Cote d'Ivoire,Nov-20,615
Cote d'Ivoire,Dec-20,1193
Cote d'Ivoire,Jan-21,5909
Cote d'Ivoire,Feb-21,4355
Cote d'Ivoire,Mar-21,11135
Cote d'Ivoire,Apr-21,2147
Cote d'Ivoire,May-21,1256
Cote d'Ivoire,Jun-21,1013
Cote d'Ivoire,Jul-21,1830
Cote d'Ivoire,Aug-21,5534
Cote d'Ivoire,Sep-21,4584
Cote d'Ivoire,Oct-21,1044
Cote d'Ivoire,Nov-21,427
Cote d'Ivoire,Dec-21,9280
Cote d'Ivoire,Jan-22,9714
Cote d'Ivoire,Feb-22,765
Cote d'Ivoire,Mar-22,258
Cote d'Ivoire,Apr-22,189
Cote d'Ivoire,May-22,285
Cote d'Ivoire,Jun-22,1248
Cote d'Ivoire,Jul-22,1843
Cote d'Ivoire,Aug-22,1432
Cote d'Ivoire,Sep-22,470
Cote d'Ivoire,Oct-22,566
Cote d'Ivoire,Nov-22,111
Cote d'Ivoire,Dec-22,56
Cote d'Ivoire,Jan-23,41
Cote d'Ivoire,Feb-23,7
Croatia,Feb-20,6
Croatia,Mar-20,861
Croatia,Apr-20,1209
Croatia,May-20,170
Croatia,Jun-20,531
Croatia,Jul-20,2362
Croatia,Aug-20,5130
Croatia,Sep-20,6324
Croatia,Oct-20,32723
Croatia,Nov-20,79126
Croatia,Dec-20,82395
Croatia,Jan-21,21589
Croatia,Feb-21,10547
Croatia,Mar-21,28659
Croatia,Apr-21,60551
Croatia,May-21,23998
Croatia,Jun-21,3691
Croatia,Jul-21,3743
Croatia,Aug-21,10383
Croatia,Sep-21,30792
Croatia,Oct-21,65558
Croatia,Nov-21,137857
Croatia,Dec-21,107040
Croatia,Jan-22,221922
Croatia,Feb-22,117627
Croatia,Mar-22,44382
Croatia,Apr-22,23283
Croatia,May-22,14041
Croatia,Jun-22,12028
Croatia,Jul-22,38211
Croatia,Aug-22,26919
Croatia,Sep-22,18721
Croatia,Oct-22,14568
Croatia,Nov-22,6814
Croatia,Dec-22,10140
Croatia,Jan-23,3679
Croatia,Feb-23,88
Cuba,Mar-20,186
Cuba,Apr-20,1315
Cuba,May-20,544
Cuba,Jun-20,296
Cuba,Jul-20,267
Cuba,Aug-20,1424
Cuba,Sep-20,1565
Cuba,Oct-20,1290
Cuba,Nov-20,1397
Cuba,Dec-20,3579
Cuba,Jan-21,14823
Cuba,Feb-21,23093
Cuba,Mar-21,25484
Cuba,Apr-21,31444
Cuba,May-21,35559
Cuba,Jun-21,48727
Cuba,Jul-21,193603
Cuba,Aug-21,268259
Cuba,Sep-21,224573
Cuba,Oct-21,74573
Cuba,Nov-21,10485
Cuba,Dec-21,3518
Cuba,Jan-22,78786
Cuba,Feb-22,25072
Cuba,Mar-22,20423
Cuba,Apr-22,12656
Cuba,May-22,2378
Cuba,Jun-22,704
Cuba,Jul-22,2071
Cuba,Aug-22,2445
Cuba,Sep-22,647
Cuba,Oct-22,99
Cuba,Nov-22,107
Cuba,Dec-22,601
Cuba,Jan-23,445
Cuba,Feb-23,5
Curacao,Mar-20,11
Curacao,Apr-20,5
Curacao,May-20,3
Curacao,Jun-20,4
Curacao,Jul-20,6
Curacao,Aug-20,39
Curacao,Sep-20,324
Curacao,Oct-20,578
Curacao,Nov-20,1409
Curacao,Dec-20,1881
Curacao,Jan-21,325
Curacao,Feb-21,145
Curacao,Mar-21,3674
Curacao,Apr-21,3791
Curacao,May-21,77
Curacao,Jun-21,70
Curacao,Jul-21,1283
Curacao,Aug-21,1674
Curacao,Sep-21,1201
Curacao,Oct-21,584
Curacao,Nov-21,317
Curacao,Dec-21,3924
Curacao,Jan-22,15803
Curacao,Feb-22,1816
Curacao,Mar-22,1402
Curacao,Apr-22,1895
Curacao,May-22,1623
Curacao,Jun-22,681
Curacao,Jul-22,518
Curacao,Aug-22,239
Curacao,Sep-22,66
Curacao,Oct-22,99
Curacao,Nov-22,519
Curacao,Dec-22,0
Curacao,Jan-23,0
Curacao,Feb-23,0
Cyprus,Mar-20,230
Cyprus,Apr-20,613
Cyprus,May-20,100
Cyprus,Jun-20,53
Cyprus,Jul-20,88
Cyprus,Aug-20,403
Cyprus,Sep-20,256
Cyprus,Oct-20,2474
Cyprus,Nov-20,6166
Cyprus,Dec-20,11963
Cyprus,Jan-21,8881
Cyprus,Feb-21,3708
Cyprus,Mar-21,11170
Cyprus,Apr-21,20097
Cyprus,May-21,7281
Cyprus,Jun-21,3069
Cyprus,Jul-21,26374
Cyprus,Aug-21,12384
Cyprus,Sep-21,4833
Cyprus,Oct-21,3874
